CC,vocabulary,length,difficulty,effort,time,mi_index,LOC,loops,comparisons,variables,string_literals,numeric_literals,math_operations,Maxnested_blocks,unique_words,false,none,true,and,as,assert,async,await,break,class,continue,def,del,elif,else,except,finally,for,from,global,if,import,in,is,lambda,nonlocal,not,or,pass,print,raise,return,try,while,with,yield,accuracy
4,44,100,4.230769230769231,2309.7595309619337,128.31997394232965,72.1790283992051,15,4,0,15,0,24,33,3,24,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4,0,0,1,0,4,0,0,0,2,1,0,0,0,2,0,0,0,0,1
10,13,18,3.75,249.77968097452373,13.876648943029096,83.90208930923977,19,6,2,9,0,8,1,4,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,3,1,5,0,0,0,0,0,0,0,0,2,0,1,0,0,0
3,14,15,2.7777777777777777,158.6397884190668,8.813321578837044,60.0288812660418,39,3,1,13,0,42,2,4,22,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,0,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6,24,48,2.2857142857142856,503.03588579340686,27.946438099633713,86.54483470423916,13,5,0,9,0,19,16,8,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,12,14,2.25,112.92631877271643,6.273684376262024,91.01900547217981,14,2,0,9,0,5,3,3,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6,15,20,3.25,253.94788871455373,14.10821603969743,87.05821383230406,16,2,0,5,3,4,2,2,16,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1
19,35,70,6.518518518518518,2340.472843287481,130.0262690715267,48.329499942435675,27,9,7,16,2,23,5,7,28,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,8,1,0,7,2,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,3,3,0.5,2.3774437510817346,0.1320802083934297,84.71624627594792,2,0,0,1,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,14,20,3.611111111111111,274.97563325971583,15.276424069984213,94.07791811380551,7,2,1,5,2,6,5,2,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,17,18,2.5,183.93582785626532,10.218657103125851,68.12836735155774,28,2,2,12,0,9,2,3,26,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1
6,26,44,4.35,899.6641620522051,49.98134233623362,81.9629311077172,17,3,0,10,0,9,14,2,15,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,6,9,1.5,34.89699375973561,1.938721875540867,96.56749673248525,5,1,0,3,1,5,4,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,14,21,2.8,223.8724694169871,12.437359412054839,87.99059790020411,17,2,1,6,3,10,6,3,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4,9,18,4.8,273.8815201246158,15.2156400069231,62.86468189387126,12,1,2,2,0,8,4,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1
4,11,24,4.571428571428571,379.5490690162063,21.08605938978924,86.25332988604494,19,1,0,4,7,6,6,2,16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,1
3,14,21,3.888888888888889,310.93398530137097,17.27411029452061,83.60817942723355,24,0,1,5,1,11,6,2,21,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8,14,21,1.9090909090909092,152.64032005703666,8.480017780946481,83.63835646627655,22,7,4,10,0,16,2,3,18,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,7,0,0,4,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,1
1,3,3,0.5,2.3774437510817346,0.1320802083934297,100.0,8,0,0,5,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,48,65,5.657894736842105,2053.943445988899,114.1079692216055,61.19437335816067,26,5,3,17,0,11,19,4,29,1,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,5,2,0,4,2,6,0,0,1,2,0,0,0,0,3,0,0,0,0,0
6,31,68,5.52,1859.6071270668176,103.31150705926764,74.51990233469259,36,2,9,11,0,22,10,4,25,0,2,0,5,0,0,0,0,0,1,0,3,0,2,0,0,0,1,0,0,3,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1
6,34,52,5.94,1571.4155224054052,87.30086235585584,72.96486049048015,28,0,1,6,5,28,4,2,26,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,4,1,2,0,0,0,1,3,0,0,0,4,0,0,0,0,1
3,5,5,1.0,11.60964047443681,0.6449800263576005,97.4523956817796,10,1,1,4,0,5,0,2,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,8,10,1.8,54.0,3.0,82.25240342409634,30,2,0,9,0,17,5,2,33,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,2,1,0,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,13,20,2.888888888888889,213.80318371481866,11.87795465082326,91.33424465252588,8,2,0,4,0,10,6,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,17,21,2.9166666666666665,250.3570990265833,13.908727723699073,85.18831999905164,22,0,0,4,6,10,3,2,19,2,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1
2,16,21,2.1666666666666665,182.0,10.11111111111111,90.04617449304527,10,1,0,6,0,10,6,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,15,18,1.5,105.48604608143,5.860335893412778,86.1734927775543,18,2,0,3,0,7,2,2,17,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1
9,19,23,3.4615384615384617,338.2003828010854,18.788910155615856,85.40972437802785,19,5,0,13,1,6,5,5,25,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,16,23,2.5,230.0,12.777777777777779,85.99728485426573,21,2,0,7,0,11,7,3,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,3,0,2,0,0,0,1,0,0,0,0,4,0,0,0,0,0
3,8,9,1.0,27.0,1.5,96.98970727877081,9,2,0,7,0,9,1,2,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,9,12,3.2,121.72512005538482,6.762506669743601,99.30810133298894,6,1,1,3,0,2,2,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
5,11,12,2.2857142857142856,94.88726725405158,5.27151484744731,89.54940399876791,17,3,0,8,0,9,2,2,18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1
5,17,42,3.0,515.0203179975429,28.61223988875238,90.94293910240783,10,4,0,8,1,13,15,3,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,27,39,6.5,1205.3639817984395,66.96466565546886,84.61179335459117,17,1,2,6,0,12,4,3,12,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0
5,13,21,3.111111111111111,241.762061585218,13.431225643623222,88.07351356082458,14,2,0,9,0,6,4,3,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2,7,8,1.0,22.458839376460833,1.2477132986922685,84.97851254819746,23,0,0,4,0,5,3,2,21,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1
2,13,14,2.8125,145.70481390180552,8.09471188343364,84.31424642638346,24,0,0,4,0,4,5,2,20,2,0,2,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,5,0,0,0,0,1
3,22,32,3.9375,561.8883839482994,31.21602133046108,52.00137391009202,24,0,3,3,0,7,5,2,19,1,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,3,1,3,0,0,0,3,2,0,0,0,4,0,0,0,0,1
3,0,0,0.0,0.0,0.0,100.0,10,1,0,2,0,0,1,2,15,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2,4,5,1.5,15.0,0.8333333333333334,93.50762547162724,16,1,0,5,0,7,1,2,18,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1
5,9,11,2.8,97.63369004442322,5.424093891356845,91.45199326333274,15,2,1,4,4,4,2,2,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1
3,8,12,3.5,126.0,7.0,94.01102014225398,10,1,0,3,0,8,2,2,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
5,14,21,1.9090909090909092,152.64032005703666,8.480017780946481,85.8860120325267,21,1,2,7,6,6,6,2,14,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7,19,29,4.384615384615385,540.1403215170959,30.007795639838662,72.05765656655916,16,3,2,8,0,9,6,3,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,2,1,2,0,0,0,1,1,0,0,0,2,0,1,0,0,0
3,12,18,2.75,177.45564378569725,9.85864687698318,86.73829704928248,7,2,0,7,0,5,4,1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,22,45,8.571428571428571,1720.066481474386,95.55924897079922,83.3163218906892,20,1,2,6,0,15,11,3,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0
5,18,26,4.25,460.77671265937545,25.598706258854193,80.54828374208306,20,2,1,8,0,5,6,4,17,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,3,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3,13,26,5.3125,511.1232360682383,28.39573533712435,85.09265556814,15,1,0,4,0,11,8,2,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
10,21,39,3.0588235294117645,523.9776313761956,29.109868409788646,79.51246960603929,23,6,1,10,5,13,10,6,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,3,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,27,48,6.7368421052631575,1537.580463857492,85.42113688097179,83.2345760610014,18,3,3,6,7,17,10,2,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0
2,2,2,0.5,1.0,0.05555555555555555,100.0,7,1,0,3,0,3,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16,40,63,5.951612903225806,1995.4655229330083,110.85919571850046,70.71343610119322,22,6,4,16,1,20,6,3,27,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,3,0,5,0,0,0,2,4,0,0,0,2,0,1,0,0,0
5,13,18,2.6666666666666665,177.62110647077242,9.867839248376246,93.77097453619345,9,3,2,5,1,6,4,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,13,21,2.1,163.18939157002217,9.066077309445676,75.68246528637425,2,1,3,2,3,8,3,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,19,27,3.2142857142857144,368.65942348813974,20.48107908267443,84.98762572741538,16,1,1,7,0,10,7,2,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1
2,3,3,0.5,2.3774437510817346,0.1320802083934297,100.0,6,0,0,1,0,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
9,48,71,5.3076923076923075,2104.6716377717653,116.9262020984314,70.54088279840938,29,8,0,15,0,21,11,3,24,0,0,2,7,0,0,0,0,0,0,0,3,0,0,0,0,0,8,1,0,3,1,8,0,0,0,2,0,0,0,0,1,0,0,0,0,1
15,40,98,8.0,4172.391626391693,231.7995347995385,69.65344516738377,40,1,7,13,1,25,17,3,22,1,0,3,2,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,9,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0
2,23,35,5.866666666666666,928.83805497704,51.60211416539111,48.657857142064394,33,3,0,8,0,12,4,3,24,1,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,3,0,0,2,0,5,0,0,0,1,0,0,0,0,2,0,0,0,0,0
4,9,9,1.5,42.793987519471216,2.377443751081734,91.39895737680992,17,2,0,6,14,14,3,2,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,21,30,3.125,411.77975838550884,22.87665324363938,74.13814906688636,42,0,3,3,2,20,4,2,20,0,0,0,2,0,0,0,0,0,1,0,7,2,0,0,0,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,4,0,0,0,0,1
1,0,0,0.0,0.0,0.0,100.0,6,0,0,1,4,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,10,11,2.3333333333333335,85.26282110210897,4.736823394561609,89.85948492966885,17,1,0,5,0,25,2,2,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1
8,17,17,3.0,208.46060490376735,11.581144716875963,92.33585192274258,9,4,1,10,0,2,1,2,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,5,6,1.3333333333333333,18.575424759098897,1.0319680421721609,100.0,4,1,0,4,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,9,9,1.5,42.793987519471216,2.377443751081734,97.46681825442315,7,0,0,2,0,6,4,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,8,8,1.5,36.0,2.0,95.33164813702744,9,1,0,4,0,2,1,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,30,58,5.630434782608695,1602.4197940702427,89.02332189279126,85.88766681090085,12,4,1,8,0,31,12,2,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,20,30,3.3333333333333335,432.19280948873626,24.010711638263125,87.34384876532042,14,3,1,8,0,17,12,4,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6,11,15,2.857142857142857,148.26135508445563,8.236741949136423,89.17199783842054,15,2,0,5,0,14,1,2,12,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,1
3,6,6,1.0,15.509775004326936,0.861654166907052,96.10149164628383,11,1,0,5,1,3,1,2,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,6,6,1.0,15.509775004326936,0.861654166907052,99.75206988388656,8,1,0,6,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,14,19,1.6363636363636365,118.37412575851823,6.57634031991768,87.8536275461451,13,4,0,11,0,3,4,3,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,6,6,1.0,15.509775004326936,0.861654166907052,93.73579718080266,13,2,0,6,0,7,2,3,14,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,25,41,4.105263157894737,781.6343207841879,43.424128932454884,67.80498356132787,54,1,4,8,0,12,9,4,32,0,0,0,0,0,0,0,0,0,2,0,6,2,0,0,0,0,0,1,0,8,1,2,0,0,0,4,0,0,0,0,3,0,1,0,0,1
2,10,12,2.6666666666666665,106.3016990363956,5.905649946466422,96.31506302078566,7,1,0,4,0,3,3,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2,6,6,1.0,15.509775004326936,0.861654166907052,100.0,3,1,0,3,0,1,3,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10,24,37,4.166666666666667,706.848385527845,39.26935475154695,87.19199130647125,12,3,2,10,0,15,3,4,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,2,0,3,0,0,0,0,4,0,0,0,1,0,0,0,0,1
5,17,33,4.583333333333333,618.2287547391138,34.346041929950765,85.94517034541559,17,2,0,7,0,14,10,2,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,9,12,2.0,76.0782000346155,4.226566668589751,97.02391236262316,8,1,0,3,2,3,4,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4,14,21,3.888888888888889,310.93398530137097,17.27411029452061,91.73819409398146,11,2,0,6,0,5,4,2,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,0,0.0,0.0,0.0,100.0,7,0,0,4,2,6,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,14,15,2.7777777777777777,158.6397884190668,8.813321578837044,96.16688573814527,7,2,0,6,0,3,4,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,28,54,3.9130434782608696,1015.8149965739111,56.43416647632839,77.80428174341417,17,1,0,9,0,9,20,4,16,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4,33,49,4.038461538461538,998.2079901576631,55.4559994532035,77.26860020208781,32,1,0,7,1,12,8,2,29,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,1,1,0,5,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
3,13,18,3.4375,228.9647075599801,12.720261531110005,93.34084473000912,9,1,1,5,0,9,3,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4,7,8,1.875,42.11032383086406,2.3394624350480036,65.7000363686294,12,1,1,4,0,6,1,2,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1
1,36,75,6.0344827586206895,2339.8367463424256,129.99093035235697,72.1632330136048,32,3,0,11,0,17,14,3,14,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0
1,15,24,2.909090909090909,272.7719979479402,15.153999885996676,88.0453698125598,15,0,2,7,0,12,5,2,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1
6,10,13,2.6666666666666665,115.16017395609524,6.397787442005291,83.37032024551054,14,3,0,6,0,2,0,2,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4,24,42,3.6842105263157894,709.4626185326421,39.41458991848012,66.71185848831713,20,3,1,13,1,22,12,3,24,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,3,0,0,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7,25,38,6.75,1191.1491126772169,66.17495070428983,79.8428824252139,22,2,1,9,0,20,5,2,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,2,1,0,0,0,2,0,1,0,0,0
7,17,27,3.5416666666666665,390.86363419456376,21.71464634414243,85.8857639945011,18,3,0,11,0,7,3,3,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4,15,24,6.5625,615.3352688083417,34.18529271157453,86.15689116803465,14,1,1,3,2,10,6,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
18,54,82,6.363636363636363,3003.004932947119,166.83360738595104,77.66104744408452,31,2,4,13,0,65,3,3,22,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,1,2,0,0,0,1,9,0,0,0,3,0,1,0,0,0
1,9,12,2.0,76.0782000346155,4.226566668589751,96.55579831669743,7,0,0,2,0,6,2,2,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1
8,18,54,5.142857142857143,1158.0477432576936,64.33598573653853,81.12618100015013,20,5,2,7,1,19,17,3,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6,24,40,7.8,1430.508300225001,79.47268334583339,82.3962992643836,23,2,2,8,0,19,11,2,16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0
3,11,15,1.875,97.296514274174,5.405361904120777,95.37865779110864,7,2,0,5,0,5,5,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,12,15,1.6666666666666667,89.62406251802892,4.9791145843349405,57.10177952262687,20,4,0,7,0,6,7,1,25,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6,23,31,4.375,613.5080902902323,34.0837827939018,80.27331402825237,22,3,3,7,10,5,2,3,18,1,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,3,0,2,0,0,0,1,0,0,0,0,2,0,1,0,0,0
10,31,45,5.217391304347826,1163.1591337430057,64.61995187461143,85.76050603072389,13,3,3,6,1,5,4,3,14,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,0
5,13,20,4.0625,300.6607270989638,16.70337372772021,89.16344368315681,15,1,2,6,0,7,3,3,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,8,8,1.5,36.0,2.0,77.99910968651392,15,1,1,7,1,4,1,2,21,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1
7,24,48,6.588235294117647,1449.9269649339374,80.5514980518854,85.61173324203021,15,2,1,5,0,4,13,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,4,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3,12,15,1.6666666666666667,89.62406251802892,4.9791145843349405,91.61853642987111,11,2,0,5,9,25,5,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,16,30,6.0,720.0,40.0,61.362312988870045,11,1,2,4,0,8,8,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3,15,25,2.909090909090909,284.1374978624377,15.785416547913208,85.5956633033609,9,1,0,5,1,5,7,2,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
