CC,vocabulary,length,difficulty,effort,time,mi_index,LOC,loops,comparisons,variables,string_literals,numeric_literals,math_operations,Maxnested_blocks,unique_words,false,none,true,and,as,assert,async,await,break,class,continue,def,del,elif,else,except,finally,for,from,global,if,import,in,is,lambda,nonlocal,not,or,pass,print,raise,return,try,while,with,yield,accuracy
4,17,27,4.909090909090909,541.7746202311814,30.098590012843413,82.09170293009757,13,1,1,4,0,11,7,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1
3,8,9,1.0,27.0,1.5,91.14079392605912,10,1,0,3,0,9,1,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1
6,9,14,2.25,99.85263754543286,5.547368752524047,82.07628407559827,15,1,0,8,4,8,0,2,16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1
4,11,24,4.571428571428571,379.5490690162063,21.08605938978924,72.22617037971267,18,1,1,6,1,10,5,2,10,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1
3,6,6,1.0,15.509775004326936,0.861654166907052,94.67514091192015,9,1,0,5,0,4,2,2,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,6,6,1.0,15.509775004326936,0.861654166907052,84.40711080535068,19,1,0,7,0,5,1,3,16,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1
2,6,9,3.0,69.79398751947122,3.877443751081734,87.973372847773,9,1,0,3,1,4,3,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2,3,3,0.5,2.3774437510817346,0.1320802083934297,89.07129280409707,35,1,0,7,0,7,2,2,25,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1
5,19,50,5.357142857142857,1137.837726815246,63.21320704529145,77.80861419432132,17,3,0,8,1,27,10,2,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,1
3,9,9,1.5,42.793987519471216,2.377443751081734,80.29894978040134,13,1,0,6,1,3,1,2,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0.0,0.0,0.0,0.0,0,4,0,0,0,22,13,2,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0.0,0.0,0.0,0.0,6,2,0,6,6,0,1,1,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1
4,15,19,4.0,296.92368526624745,16.4957602925693,83.29767877631897,13,1,1,3,0,18,2,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,1
2,8,15,5.0,225.0,12.5,88.04025978746711,11,1,0,4,0,6,4,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4,15,18,3.0,210.97209216286,11.720671786825555,59.99290767735883,16,2,1,5,2,8,5,2,12,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2,7,9,0.5,12.63309714925922,0.701838730514401,75.512678549939,35,3,0,6,6,0,0,3,17,3,0,2,0,0,0,0,0,0,2,0,5,0,0,0,0,0,3,0,0,3,0,6,0,0,0,3,0,0,0,0,4,0,0,0,0,1
2,10,12,1.7142857142857142,68.33680652339717,3.796489251299843,73.9915554639556,35,3,1,7,8,1,3,5,22,3,0,2,0,0,0,0,0,0,2,0,5,0,0,0,0,0,3,0,0,4,0,5,0,0,0,2,0,0,0,0,5,0,0,0,0,1
3,16,21,3.9,327.59999999999997,18.2,87.13376234761277,17,1,1,3,0,22,2,2,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,1
4,9,19,2.75,165.62858132536084,9.201587851408936,91.34165071872303,8,1,2,2,1,5,1,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1
1,15,27,6.0,632.91627648858,35.162015360476666,72.40034255270913,17,1,3,6,0,10,0,2,12,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,1
11,27,36,5.5,941.4677254283669,52.303762523798156,62.47311899732999,28,4,2,10,0,28,2,2,22,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,3,1,2,0,0,0,3,1,0,0,0,2,0,2,0,0,1
1,25,33,1.5,229.8708813938489,12.770604521880493,77.48765129705073,12,0,0,14,1,10,11,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7,25,50,3.142857142857143,729.7488298217424,40.54160165676347,70.34297465373145,30,1,4,6,5,15,17,2,14,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,2,2,0.5,1.0,0.05555555555555555,92.14544941340183,27,1,0,3,0,4,4,2,19,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1
3,6,6,1.0,15.509775004326936,0.861654166907052,94.3601844813041,11,1,0,7,0,12,2,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,10,13,1.5,64.77759785030358,3.5987554361279765,78.8503578845625,24,2,0,3,0,3,4,3,16,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,3,0,2,0,0,1
2,5,6,0.5,6.965784284662087,0.3869880158145604,91.57620741049635,8,2,0,4,3,4,1,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3,12,22,2.3333333333333335,184.02807503701936,10.223781946501076,87.47110838223479,14,2,0,6,0,10,5,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8,22,32,4.666666666666667,665.9417883831698,36.99676602128721,82.40901703465501,18,3,0,5,0,14,3,2,16,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,1,1,0,0,0,1,0,0,0,0,2,0,2,0,0,1
6,13,26,3.5555555555555554,342.0850939437098,19.00472744131721,76.55175301078191,18,1,4,7,9,4,2,3,16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,18,24,3.076923076923077,307.9329231834323,17.107384621301794,74.36518375347029,24,2,0,11,10,4,3,3,25,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3,22,45,3.3333333333333335,668.9147427955946,37.16193015531081,77.0251755105723,19,2,4,6,15,19,11,3,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0
3,6,6,1.0,15.509775004326936,0.861654166907052,68.0049415985883,11,2,0,5,0,2,3,2,17,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1
4,5,5,1.0,11.60964047443681,0.6449800263576005,95.59037713892765,14,1,0,3,0,14,0,2,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1
4,19,35,3.066666666666667,455.9442197762782,25.330234432015455,70.58895987196574,18,2,0,9,0,11,9,3,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
5,24,41,3.5526315789473686,667.8359853024107,37.10199918346726,77.8209265179032,15,1,3,6,0,13,9,2,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4,23,39,3.611111111111111,637.0683088113627,35.392683822853485,71.78820995444464,26,2,3,8,3,11,7,3,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,6,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1,11,12,2.2857142857142856,94.88726725405158,5.27151484744731,96.25838194827764,7,0,0,4,0,5,5,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,13,24,3.5555555555555554,315.7708559480398,17.542825330446657,82.75236392047877,13,1,2,5,0,8,4,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1
3,13,27,4.0,399.64748955923795,22.202638308846552,83.94232079406412,12,2,0,4,1,9,7,2,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3,8,8,1.5,36.0,2.0,62.41875082367249,17,0,0,3,0,0,0,2,11,0,3,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,3,0,0,0,0,1
4,6,6,1.0,15.509775004326936,0.861654166907052,90.01639827819123,16,2,2,5,0,8,0,2,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1
3,23,26,3.71875,437.37189662626247,24.298438701459027,81.5321310582011,24,1,2,6,8,6,3,2,21,0,0,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1,0,2,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1
